codigo_localidad,anio,casos,sexo,mes,dia_semana,rango_hora,tipo_accidente,circunstancia,condicion_victima,medio_transporte,localidad,ciclo_vital
6,2016,1,Hombre,enero,lunes,Sin información,Caída del ocupante,Sin información,Pasajero,Bus,Tunjuelito,(29 a 59) Adultez
4,2016,1,Hombre,junio,miércoles,(06:00 a 08:59),Choque,Sin información,Pasajero,Bus,San Cristóbal,(29 a 59) Adultez
4,2016,1,Hombre,abril,jueves,(06:00 a 08:59),Caída del ocupante,Sin información,Pasajero,Bus,San Cristóbal,(18 a 28) Juventud
0,2016,1,Mujer,abril,sábado,(12:00 a 14:59),Caída del ocupante,Sin información,Pasajero,Bus,Sin localidad específica,(Más de 60) Adulto Mayor
9,2016,1,Hombre,marzo,martes,(06:00 a 08:59),Caída del ocupante,Otra,Pasajero,Bus,Fontibón,(29 a 59) Adultez
0,2016,1,Mujer,febrero,miércoles,Sin información,Caída del ocupante,Otra,Pasajero,Bus,Sin localidad específica,(29 a 59) Adultez
4,2016,1,Hombre,diciembre,domingo,(18:00 a 20:59),Volcamiento,Sin información,Conductor,Bus,San Cristóbal,(29 a 59) Adultez
0,2016,1,Hombre,enero,lunes,Sin información,Caída del ocupante,Sin información,Pasajero,Bus,Sin localidad específica,(29 a 59) Adultez
0,2016,1,Hombre,marzo,martes,(06:00 a 08:59),Caída del ocupante,Otra,Pasajero,Bus,Sin localidad específica,(29 a 59) Adultez
1,2016,1,Mujer,julio,sábado,(03:00 a 05:59),Choque,Exceso de velocidad,Pasajero,Camioneta,Usaquén,(Más de 60) Adulto Mayor
0,2016,1,Hombre,noviembre,miércoles,Sin información,Caída del ocupante,Sin información,Pasajero,Camioneta,Sin localidad específica,(18 a 28) Juventud
5,2016,1,Hombre,noviembre,miércoles,Sin información,Caída del ocupante,Sin información,Pasajero,Camioneta,Usme,(18 a 28) Juventud
0,2016,1,Mujer,julio,sábado,(03:00 a 05:59),Choque,Exceso de velocidad,Pasajero,Camioneta,Sin localidad específica,(Más de 60) Adulto Mayor
0,2016,1,Hombre,septiembre,jueves,(09:00 a 11:59),Volcamiento,Sin información,Pasajero,Maquinaria industrial,Sin localidad específica,(18 a 28) Juventud
1,2016,1,Hombre,septiembre,jueves,(09:00 a 11:59),Volcamiento,Sin información,Pasajero,Maquinaria industrial,Usaquén,(18 a 28) Juventud
0,2016,1,Hombre,febrero,sábado,Sin información,Choque,Sin información,Conductor,Motocarro,Sin localidad específica,(12 a 17) Adolescencia
10,2016,1,Hombre,febrero,sábado,Sin información,Choque,Sin información,Conductor,Motocarro,Engativá,(12 a 17) Adolescencia
0,2016,1,Mujer,julio,viernes,(03:00 a 05:59),Choque,Sin información,Pasajero,Motocicleta,Sin localidad específica,(18 a 28) Juventud
8,2016,1,Hombre,junio,miércoles,(15:00 a 17:59),Choque,Embriaguez (Alcohólica y no alcohólica),Conductor,Motocicleta,Kennedy,(29 a 59) Adultez
10,2016,1,Hombre,mayo,viernes,Sin información,Volcamiento,Sin información,Conductor,Motocicleta,Engativá,(29 a 59) Adultez
16,2016,1,Mujer,diciembre,miércoles,(18:00 a 20:59),Choque,Exceso de velocidad,Pasajero,Motocicleta,Puente Aranda,(Más de 60) Adulto Mayor
12,2016,1,Hombre,septiembre,viernes,(15:00 a 17:59),Choque,Otra,Conductor,Motocicleta,Barrios Unidos,(18 a 28) Juventud
0,2016,1,Hombre,junio,jueves,(18:00 a 20:59),Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
14,2016,1,Hombre,febrero,miércoles,(03:00 a 05:59),Choque,Sin información,Conductor,Motocicleta,Los Mártires,(29 a 59) Adultez
12,2016,1,Mujer,junio,viernes,(00:00 a 02:59),Choque,Malas condiciones de la vía,Pasajero,Motocicleta,Barrios Unidos,(18 a 28) Juventud
0,2016,1,Hombre,noviembre,jueves,(21:00 a 23:59),Choque,Exceso de velocidad,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2016,1,Hombre,junio,jueves,(18:00 a 20:59),Volcamiento,Otra,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2016,1,Hombre,agosto,jueves,(03:00 a 05:59),Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2016,1,Hombre,agosto,viernes,(09:00 a 11:59),Volcamiento,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2016,1,Hombre,noviembre,jueves,(21:00 a 23:59),Choque,Sin información,Pasajero,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2016,1,Hombre,septiembre,jueves,(12:00 a 14:59),Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
15,2016,1,Hombre,noviembre,miércoles,Sin información,Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Antonio Nariño,(29 a 59) Adultez
10,2016,1,Hombre,agosto,martes,(12:00 a 14:59),Choque,Sin información,Pasajero,Motocicleta,Engativá,(12 a 17) Adolescencia
0,2016,1,Hombre,mayo,viernes,(09:00 a 11:59),Choque,Otra,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2016,1,Mujer,marzo,jueves,(18:00 a 20:59),Choque,Otra,Pasajero,Motocicleta,Sin localidad específica,(12 a 17) Adolescencia
12,2016,1,Hombre,agosto,miércoles,(21:00 a 23:59),Choque,Sin información,Conductor,Motocicleta,Barrios Unidos,(18 a 28) Juventud
19,2016,1,Hombre,enero,domingo,(03:00 a 05:59),Choque,Sin información,Conductor,Motocicleta,Ciudad Bolívar,(18 a 28) Juventud
0,2016,1,Hombre,mayo,domingo,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
6,2016,1,Mujer,julio,viernes,(03:00 a 05:59),Choque,Sin información,Pasajero,Motocicleta,Tunjuelito,(18 a 28) Juventud
1,2016,1,Hombre,junio,lunes,(09:00 a 11:59),Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Usaquén,(18 a 28) Juventud
0,2016,1,Hombre,marzo,lunes,(12:00 a 14:59),Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2016,1,Hombre,enero,sábado,(18:00 a 20:59),Choque,Otra,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2016,1,Hombre,diciembre,miércoles,(18:00 a 20:59),Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
7,2016,1,Hombre,julio,sábado,(06:00 a 08:59),Choque,Embriaguez (Alcohólica y no alcohólica),Conductor,Motocicleta,Bosa,(18 a 28) Juventud
9,2016,1,Hombre,mayo,jueves,(12:00 a 14:59),Volcamiento,Exceso de velocidad,Conductor,Motocicleta,Fontibón,(29 a 59) Adultez
0,2016,1,Mujer,enero,domingo,Sin información,Choque,Sin información,Pasajero,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2016,1,Hombre,marzo,miércoles,(00:00 a 02:59),Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
1,2016,1,Hombre,julio,sábado,(18:00 a 20:59),Choque,Sin información,Conductor,Motocicleta,Usaquén,(18 a 28) Juventud
15,2016,1,Hombre,julio,viernes,Sin información,Choque,Sin información,Conductor,Motocicleta,Antonio Nariño,(29 a 59) Adultez
0,2016,1,Hombre,abril,domingo,(00:00 a 02:59),Volcamiento,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
10,2016,1,Hombre,agosto,martes,(12:00 a 14:59),Choque,Sin información,Conductor,Motocicleta,Engativá,(18 a 28) Juventud
10,2016,1,Hombre,mayo,viernes,(09:00 a 11:59),Choque,Otra,Conductor,Motocicleta,Engativá,(29 a 59) Adultez
12,2016,1,Hombre,junio,viernes,(00:00 a 02:59),Choque,Malas condiciones de la vía,Conductor,Motocicleta,Barrios Unidos,(18 a 28) Juventud
1,2016,1,Hombre,marzo,jueves,(00:00 a 02:59),Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Usaquén,(29 a 59) Adultez
18,2016,1,Hombre,septiembre,miércoles,(21:00 a 23:59),Choque,Sin información,Conductor,Motocicleta,Rafael Uribe Uribe,(18 a 28) Juventud
14,2016,1,Hombre,diciembre,martes,(12:00 a 14:59),Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Los Mártires,(18 a 28) Juventud
10,2016,1,Hombre,julio,domingo,(06:00 a 08:59),Choque,Sin información,Conductor,Motocicleta,Engativá,(12 a 17) Adolescencia
8,2016,1,Hombre,octubre,miércoles,(21:00 a 23:59),Choque,Sin información,Conductor,Motocicleta,Kennedy,(29 a 59) Adultez
7,2016,1,Hombre,julio,sábado,Sin información,Choque,Embriaguez (Alcohólica y no alcohólica),Pasajero,Motocicleta,Bosa,(18 a 28) Juventud
8,2016,1,Mujer,mayo,miércoles,(12:00 a 14:59),Choque,Sin información,Pasajero,Motocicleta,Kennedy,(00 a 05) Primera Infancia
5,2016,1,Mujer,noviembre,lunes,(06:00 a 08:59),Choque,Sin información,Pasajero,Motocicleta,Usme,(18 a 28) Juventud
5,2016,1,Hombre,septiembre,miércoles,(03:00 a 05:59),Choque,Otra,Conductor,Motocicleta,Usme,(18 a 28) Juventud
0,2016,1,Hombre,agosto,domingo,Sin información,Choque,Embriaguez (Alcohólica y no alcohólica),Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
4,2016,1,Mujer,agosto,domingo,(15:00 a 17:59),Choque,Exceso de velocidad,Pasajero,Motocicleta,San Cristóbal,(29 a 59) Adultez
16,2016,1,Mujer,junio,jueves,(06:00 a 08:59),Choque,Exceso de velocidad,Conductor,Motocicleta,Puente Aranda,(18 a 28) Juventud
0,2016,1,Hombre,mayo,miércoles,(00:00 a 02:59),Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
6,2016,1,Hombre,noviembre,domingo,(09:00 a 11:59),Choque,Sin información,Conductor,Motocicleta,Tunjuelito,(29 a 59) Adultez
0,2016,1,Hombre,agosto,martes,(06:00 a 08:59),Choque,Otra,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2016,1,Hombre,octubre,viernes,Sin información,Volcamiento,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
11,2016,1,Hombre,febrero,domingo,(06:00 a 08:59),Volcamiento,Otra,Conductor,Motocicleta,Suba,(18 a 28) Juventud
10,2016,1,Mujer,agosto,lunes,(15:00 a 17:59),Choque,Exceso de velocidad,Conductor,Motocicleta,Engativá,(18 a 28) Juventud
0,2016,1,Hombre,mayo,miércoles,(09:00 a 11:59),Choque,Exceso de velocidad,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2016,1,Mujer,noviembre,domingo,(09:00 a 11:59),Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
15,2016,1,Hombre,diciembre,miércoles,(12:00 a 14:59),Choque,Sin información,Conductor,Motocicleta,Antonio Nariño,(18 a 28) Juventud
16,2016,1,Hombre,mayo,domingo,Sin información,Choque,Sin información,Conductor,Motocicleta,Puente Aranda,(18 a 28) Juventud
5,2016,1,Hombre,julio,lunes,(00:00 a 02:59),Choque,Sin información,Conductor,Motocicleta,Usme,(18 a 28) Juventud
0,2016,1,Hombre,marzo,jueves,(18:00 a 20:59),Choque,Exceso de velocidad,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
12,2016,1,Mujer,junio,viernes,Sin información,Choque,Sin información,Conductor,Motocicleta,Barrios Unidos,(18 a 28) Juventud
0,2016,1,Mujer,abril,lunes,(18:00 a 20:59),Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2016,1,Hombre,julio,martes,Sin información,Choque,Exceso de velocidad,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
16,2016,1,Hombre,marzo,lunes,Sin información,Choque,Sin información,Conductor,Motocicleta,Puente Aranda,(18 a 28) Juventud
10,2016,1,Hombre,julio,miércoles,(21:00 a 23:59),Choque,Sin información,Conductor,Motocicleta,Engativá,(29 a 59) Adultez
0,2016,1,Mujer,enero,miércoles,(15:00 a 17:59),Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
11,2016,1,Hombre,abril,martes,Sin información,Choque,Sin información,Conductor,Motocicleta,Suba,(29 a 59) Adultez
9,2016,1,Hombre,enero,miércoles,(21:00 a 23:59),Choque,Sin información,Conductor,Motocicleta,Fontibón,(29 a 59) Adultez
0,2016,1,Mujer,noviembre,lunes,(06:00 a 08:59),Choque,Sin información,Pasajero,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2016,1,Hombre,febrero,miércoles,Sin información,Choque,Otra,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
7,2016,1,Hombre,marzo,miércoles,Sin información,Choque,Sin información,Conductor,Motocicleta,Bosa,(29 a 59) Adultez
0,2016,1,Mujer,octubre,viernes,(06:00 a 08:59),Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
18,2016,1,Hombre,julio,viernes,(12:00 a 14:59),Choque,Otra,Conductor,Motocicleta,Rafael Uribe Uribe,(18 a 28) Juventud
0,2016,1,Hombre,julio,martes,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
8,2016,1,Mujer,noviembre,martes,(12:00 a 14:59),Volcamiento,Sin información,Pasajero,Motocicleta,Kennedy,(06 a 11) Infancia
0,2016,1,Hombre,septiembre,martes,(12:00 a 14:59),Choque,Otra,Conductor,Motocicleta,Sin localidad específica,(Más de 60) Adulto Mayor
6,2016,1,Hombre,septiembre,domingo,(21:00 a 23:59),Choque,Otra,Conductor,Motocicleta,Tunjuelito,(29 a 59) Adultez
11,2016,1,Hombre,junio,sábado,Sin información,Choque,Sin información,Conductor,Motocicleta,Suba,(29 a 59) Adultez
0,2016,1,Hombre,marzo,jueves,(15:00 a 17:59),Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
6,2016,1,Hombre,noviembre,jueves,(06:00 a 08:59),Choque,Sin información,Conductor,Motocicleta,Tunjuelito,(29 a 59) Adultez
0,2016,1,Hombre,agosto,viernes,(03:00 a 05:59),Choque,Exceso de velocidad,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2016,1,Hombre,junio,miércoles,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
13,2016,1,Mujer,abril,sábado,Sin información,Choque,Sin información,Pasajero,Motocicleta,Teusaquillo,(18 a 28) Juventud
0,2016,1,Hombre,febrero,domingo,(21:00 a 23:59),Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2016,1,Hombre,mayo,domingo,(00:00 a 02:59),Choque,Exceso de velocidad,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2016,1,Hombre,abril,domingo,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
11,2016,1,Hombre,octubre,miércoles,(21:00 a 23:59),Choque,Sin información,Conductor,Motocicleta,Suba,(18 a 28) Juventud
13,2016,1,Hombre,julio,lunes,(21:00 a 23:59),Choque,Sin información,Conductor,Motocicleta,Teusaquillo,(18 a 28) Juventud
19,2016,1,Hombre,septiembre,martes,(12:00 a 14:59),Choque,Otra,Conductor,Motocicleta,Ciudad Bolívar,(Más de 60) Adulto Mayor
16,2016,1,Hombre,diciembre,sábado,(09:00 a 11:59),Choque,Otra,Conductor,Motocicleta,Puente Aranda,(29 a 59) Adultez
13,2016,1,Hombre,enero,sábado,(18:00 a 20:59),Choque,Otra,Conductor,Motocicleta,Teusaquillo,(29 a 59) Adultez
0,2016,1,Hombre,enero,sábado,(06:00 a 08:59),Choque,Otra,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
10,2016,1,Hombre,octubre,sábado,(06:00 a 08:59),Choque,Otra,Conductor,Motocicleta,Engativá,(29 a 59) Adultez
11,2016,1,Hombre,noviembre,domingo,(12:00 a 14:59),Choque,Otra,Conductor,Motocicleta,Suba,(29 a 59) Adultez
0,2016,1,Hombre,mayo,viernes,Sin información,Volcamiento,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2016,1,Mujer,noviembre,lunes,Sin información,Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2016,1,Mujer,septiembre,jueves,(06:00 a 08:59),Choque,Sin información,Pasajero,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2016,1,Hombre,febrero,miércoles,(15:00 a 17:59),Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(12 a 17) Adolescencia
11,2016,1,Mujer,mayo,jueves,(09:00 a 11:59),Choque,Sin información,Conductor,Motocicleta,Suba,(29 a 59) Adultez
0,2016,1,Hombre,marzo,miércoles,(18:00 a 20:59),Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
10,2016,1,Hombre,abril,lunes,(03:00 a 05:59),Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Engativá,(29 a 59) Adultez
9,2016,1,Hombre,noviembre,lunes,(03:00 a 05:59),Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,Fontibón,(29 a 59) Adultez
0,2016,1,Hombre,agosto,domingo,(09:00 a 11:59),Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2016,1,Mujer,mayo,domingo,Sin información,Choque,Exceso de velocidad,Pasajero,Motocicleta,Sin localidad específica,(18 a 28) Juventud
11,2016,1,Hombre,mayo,domingo,(00:00 a 02:59),Choque,Exceso de velocidad,Conductor,Motocicleta,Suba,(18 a 28) Juventud
0,2016,1,Hombre,junio,viernes,(00:00 a 02:59),Choque,Malas condiciones de la vía,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2016,1,Hombre,octubre,lunes,(18:00 a 20:59),Volcamiento,Exceso de velocidad,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
7,2016,1,Hombre,agosto,miércoles,(06:00 a 08:59),Choque,Sin información,Conductor,Motocicleta,Bosa,(29 a 59) Adultez
10,2016,1,Hombre,abril,domingo,(00:00 a 02:59),Volcamiento,Desobedecer señales de tránsito,Conductor,Motocicleta,Engativá,(18 a 28) Juventud
0,2016,1,Mujer,agosto,domingo,(15:00 a 17:59),Choque,Exceso de velocidad,Pasajero,Motocicleta,Sin localidad específica,(29 a 59) Adultez
19,2016,1,Hombre,junio,lunes,(09:00 a 11:59),Choque,Otra,Conductor,Motocicleta,Ciudad Bolívar,(18 a 28) Juventud
0,2016,1,Hombre,agosto,miércoles,(21:00 a 23:59),Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2016,1,Hombre,julio,viernes,Sin información,Volcamiento,Otra,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2016,1,Mujer,septiembre,domingo,(03:00 a 05:59),Choque,Exceso de velocidad,Pasajero,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2016,1,Hombre,agosto,miércoles,(06:00 a 08:59),Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2016,1,Mujer,noviembre,viernes,(15:00 a 17:59),Choque,Sin información,Pasajero,Motocicleta,Sin localidad específica,(18 a 28) Juventud
10,2016,1,Mujer,mayo,jueves,(15:00 a 17:59),Choque,Sin información,Conductor,Motocicleta,Engativá,(29 a 59) Adultez
0,2016,1,Hombre,febrero,viernes,(15:00 a 17:59),Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
0,2016,1,Hombre,julio,viernes,(12:00 a 14:59),Choque,Otra,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
10,2016,1,Hombre,agosto,sábado,(03:00 a 05:59),Choque,Sin información,Conductor,Motocicleta,Engativá,(29 a 59) Adultez
0,2016,1,Hombre,febrero,lunes,(03:00 a 05:59),Choque,Malas condiciones de la vía,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
0,2016,1,Hombre,marzo,jueves,(06:00 a 08:59),Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
8,2016,1,Hombre,agosto,domingo,Sin información,Choque,Embriaguez (Alcohólica y no alcohólica),Conductor,Motocicleta,Kennedy,(18 a 28) Juventud
0,2016,1,Hombre,marzo,domingo,Sin información,Choque,Exceso de velocidad,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
7,2016,1,Hombre,junio,miércoles,(12:00 a 14:59),Choque,Exceso de velocidad,Conductor,Motocicleta,Bosa,(18 a 28) Juventud
16,2016,1,Hombre,abril,miércoles,(15:00 a 17:59),Choque,Sin información,Conductor,Motocicleta,Puente Aranda,(29 a 59) Adultez
4,2016,1,Hombre,abril,viernes,(21:00 a 23:59),Choque,Desobedecer señales de tránsito,Conductor,Motocicleta,San Cristóbal,(18 a 28) Juventud
8,2016,1,Hombre,octubre,domingo,(06:00 a 08:59),Choque,Otra,Conductor,Motocicleta,Kennedy,(29 a 59) Adultez
11,2016,1,Hombre,octubre,lunes,(18:00 a 20:59),Choque,Sin información,Conductor,Motocicleta,Suba,(18 a 28) Juventud
14,2016,1,Hombre,enero,sábado,(06:00 a 08:59),Choque,Otra,Conductor,Motocicleta,Los Mártires,(29 a 59) Adultez
5,2016,1,Mujer,noviembre,lunes,Sin información,Choque,Sin información,Conductor,Motocicleta,Usme,(29 a 59) Adultez
0,2016,1,Hombre,enero,domingo,(03:00 a 05:59),Choque,Sin información,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
4,2016,1,Hombre,junio,viernes,Sin información,Choque,Sin información,Conductor,Motocicleta,San Cristóbal,(29 a 59) Adultez
0,2016,1,Hombre,mayo,jueves,(12:00 a 14:59),Volcamiento,Exceso de velocidad,Conductor,Motocicleta,Sin localidad específica,(29 a 59) Adultez
16,2016,1,Hombre,octubre,viernes,(09:00 a 11:59),Choque,Otra,Conductor,Motocicleta,Puente Aranda,(29 a 59) Adultez
16,2016,1,Hombre,agosto,miércoles,(06:00 a 08:59),Choque,Sin información,Conductor,Motocicleta,Puente Aranda,(18 a 28) Juventud
0,2016,1,Hombre,marzo,jueves,(18:00 a 20:59),Choque,Exceso de velocidad,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
8,2016,1,Hombre,diciembre,domingo,(12:00 a 14:59),Choque,Sin información,Conductor,Motocicleta,Kennedy,(29 a 59) Adultez
0,2016,1,Hombre,marzo,lunes,(06:00 a 08:59),Choque,Otra,Conductor,Motocicleta,Sin localidad específica,(18 a 28) Juventud
